1	1	0	0	0	0	0	0	0	0	0
1.46747	-0.0833807	0	0	0	0	0	0	0	0	0
1.49109	-0.0818006	0.0239589	1.6263e-19	-1.73472e-18	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
2.39829	-0.0125601	1.26242	-0.00446699	-0.00245796	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.72495	-0.100973	1.32089	-0.0874016	-0.0357664	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
4.16945	0.181913	1.87498	0.216986	0.105352	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.3306	0.498682	2.04167	0.13552	-0.0292014	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.47329	0.476124	2.2382	0.0879606	-0.0648556	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
8.84297	0.593617	2.31218	0.0137949	-0.0698623	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
8.8912	0.877477	2.40783	0.21479	0.091417	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.3458	1.55222	2.48558	0.327691	0.107718	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.3972	1.42845	2.50104	0.242333	0.0404127	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.7226	2.17759	2.47157	0.352709	0.0933873	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.7531	2.02011	2.4973	0.253141	0.0157736	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.3389	2.7579	2.6031	0.301419	0.0404662	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.3551	2.85234	2.68425	0.349369	0.0730734	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
18.9152	3.77541	2.70375	0.367143	0.0334236	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
18.977	3.79448	2.66309	0.37639	0.0454052	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.395	4.78671	2.6381	0.406333	0.0342664	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.5162	4.72991	2.74068	0.351901	-0.00813409	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0903	5.61272	2.73198	0.31963	-0.0247943	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.2609	5.8276	2.96166	0.390636	0.0204993	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.8301	7.00552	2.89168	0.443963	0.0423867	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.8044	6.96943	2.93182	0.424195	0.0229404	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5206	8.12433	2.94344	0.402923	-0.00677406	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5081	8.23635	2.99815	0.448562	0.0212968	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
32.0484	9.78199	2.98544	0.58138	0.0943241	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
32.0035	9.59654	2.89571	0.518852	0.0569899	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.5762	10.8483	2.86861	0.455528	-0.0211514	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.7307	10.889	2.97857	0.437048	-0.0368483	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.3188	12.1272	2.92441	0.431928	-0.0174666	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.3734	12.2306	3.0104	0.459897	-0.00225724	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.1894	13.4671	3.04709	0.401702	-0.0374152	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.0528	13.6259	3.00458	0.485719	0.0161444	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7556	14.8967	2.9959	0.43555	-0.0247215	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7162	14.9977	3.05665	0.474257	-0.00442993	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3746	16.5061	3.06065	0.52316	0.0280322	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.4707	16.4743	3.10605	0.494372	0.00955151	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.2701	17.5089	3.02465	0.334699	-0.09219	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.0988	17.5511	2.87594	0.379517	-0.064839	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6549	18.9191	2.88098	0.484548	0.0365013	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.6594	18.8433	2.88255	0.452969	0.0160063	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.4724	19.9023	2.94615	0.348156	-0.0555731	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.4432	19.8436	2.84099	0.331466	-0.0656973	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0539	20.9865	2.8442	0.396278	0.00945312	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
55.9623	21.0015	2.75522	0.415539	0.0216823	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.5955	21.8631	2.76207	0.312873	-0.0490279	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.5874	21.9434	2.79422	0.345205	-0.0300591	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
61.0828	22.8503	2.72494	0.335033	-0.0198	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
61.0104	22.7643	2.6756	0.312076	-0.0332835	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.5036	23.4642	2.63425	0.25563	-0.0465965	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.5101	23.5785	2.59847	0.293896	-0.0290085	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.1724	24.0391	2.65233	0.143534	-0.094886	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.0275	23.9658	2.46456	0.106178	-0.132972	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.3783	24.2917	2.41702	0.0749736	-0.079651	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4672	24.4591	2.49977	0.154225	-0.0282902	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8849	24.8726	2.47731	0.156787	-0.012179	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.8121	24.7508	2.36931	0.0961522	-0.0546994	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
73.0737	24.7817	2.31564	-0.0127195	-0.0849551	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
73.0333	24.8942	2.26169	0.0224077	-0.0761416	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.1565	25.1617	2.1865	0.082979	-0.00654711	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
